,Unnamed: 0,name,playerId,position,age,games_played,goals,points,pAssists,sAssists,icetime_per_game,ppg,apg,gpg,goalsFor_team,Predicted Games Played Percentage,Predicted Games Played,Predicted Goals Scored Percentage,Predicted Goals Scored per 82 Games,Predicted Assists Percentage,Predicted Assists per 82 Games,headshot
192,1713,Andreas Athanasiou,8476960,C,30,8,1.0,1.0,0.0,0.0,10.027083333333334,0.125,0.0,0.125,224.0,0.27845335,23.0,0.08034437,7.0,0.118498094,10.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8476960.png
193,1719,Brett Kulak,8476967,D,30,82,7.0,25.0,7.0,11.0,20.534959349593496,0.3048780487804878,0.2195121951219512,0.0853658536585365,259.0,0.9081823,75.0,0.06551524,6.0,0.21692535,18.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8476967.png
194,1728,Erik Gustafsson,8476979,D,32,60,2.0,18.0,12.0,4.0,16.314444444444444,0.3,0.2666666666666666,0.0333333333333333,235.0,0.7330098,61.0,0.05532632,5.0,0.23855008,20.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8476979.png
195,1734,Josh Anderson,8476981,R,30,81,15.0,27.0,8.0,4.0,14.319547325102882,0.3333333333333333,0.1481481481481481,0.1851851851851851,243.0,0.8713736,72.0,0.15321538,13.0,0.18699646,16.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8476981.png
196,1746,Vinnie Hinostroza,8476994,C,30,38,5.0,10.0,1.0,4.0,13.016666666666666,0.2631578947368421,0.131578947368421,0.131578947368421,225.0,0.5274935,44.0,0.10719585,9.0,0.14958039,13.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476994.png
197,1753,Connor Brown,8477015,R,30,82,13.0,30.0,7.0,10.0,14.009756097560976,0.3658536585365853,0.2073170731707317,0.1585365853658536,259.0,0.7157707,59.0,0.132835,11.0,0.22916117,19.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477015.png
198,1759,Ben Hutton,8477018,D,31,11,0.0,2.0,1.0,1.0,13.233333333333333,0.1818181818181818,0.1818181818181818,0.0,274.0,0.3236644,27.0,0.023256553,2.0,0.10457308,9.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477018.png
199,1765,Alexander Kerfoot,8477021,C,30,81,11.0,28.0,12.0,5.0,15.253497942386833,0.345679012345679,0.2098765432098765,0.1358024691358024,240.0,0.9032477,75.0,0.13845335,12.0,0.26824751,22.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8477021.png
200,1769,Jaycob Megna,8477034,D,32,8,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,246.0,0.3482415,29.0,0.026721273,3.0,0.10204568,9.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477034.png
201,1779,Liam O'Brien,8477070,C,30,28,0.0,2.0,1.0,1.0,9.29702380952381,0.0714285714285714,0.0714285714285714,0.0,240.0,0.61071825,51.0,0.05477157,5.0,0.06589785,6.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8477070.png
202,1785,Kurtis MacDermid,8477073,L,30,23,0.0,0.0,0.0,0.0,5.7760869565217385,0.0,0.0,0.0,240.0,0.25424066,21.0,0.03525424,3.0,0.083532095,7.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477073.png
203,1803,Nate Schmidt,8477220,D,33,80,5.0,19.0,9.0,5.0,16.52958333333333,0.2375,0.175,0.0625,246.0,0.77705204,64.0,0.03906014,4.0,0.16788347,14.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477220.png
204,1826,Kyle Burroughs,8477335,D,29,33,0.0,3.0,3.0,0.0,7.818181818181818,0.0909090909090909,0.0909090909090909,0.0,249.0,0.39886662,33.0,0.027138894,3.0,0.05636345,5.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477335.png
205,1836,MacKenzie Weegar,8477346,D,30,81,8.0,47.0,15.0,24.0,24.16440329218107,0.5802469135802469,0.4814814814814814,0.0987654320987654,220.0,0.94354177,78.0,0.13073216,11.0,0.4076106,34.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477346.png
206,1842,Tyler Motte,8477353,C,29,55,4.0,9.0,4.0,1.0,11.314242424242424,0.1636363636363636,0.0909090909090909,0.0727272727272727,235.0,0.682604,56.0,0.07351342,7.0,0.10182511,9.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8477353.png
207,1855,Connor Clifton,8477365,D,29,73,1.0,16.0,6.0,9.0,16.0486301369863,0.2191780821917808,0.2054794520547945,0.0136986301369863,265.0,0.82821876,68.0,0.04006246,4.0,0.16528632,14.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8477365.png
208,1862,Carson Soucy,8477369,D,30,75,4.0,13.0,3.0,6.0,17.915111111111113,0.1733333333333333,0.12,0.0533333333333333,255.0,0.7452841,62.0,0.028666664,3.0,0.16753115,14.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8477369.png
209,1866,Jonny Brodzinski,8477380,C,31,51,12.0,19.0,3.0,4.0,11.67516339869281,0.3725490196078431,0.1372549019607843,0.2352941176470588,255.0,0.5350769,44.0,0.11760156,10.0,0.12173257,10.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8477380.png
210,1872,Joshua Brown,8477384,D,30,10,0.0,1.0,0.0,1.0,12.61,0.1,0.1,0.0,259.0,0.34443438,29.0,0.020379188,2.0,0.08273756,7.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477384.png
211,1876,Hudson Fasching,8477392,R,29,43,2.0,4.0,1.0,1.0,11.081782945736434,0.0930232558139534,0.0465116279069767,0.0465116279069767,222.0,0.342234,29.0,0.08193873,7.0,0.08118626,7.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477392.png
212,1880,John Hayden,8477401,C,29,20,1.0,2.0,1.0,0.0,8.508333333333333,0.1,0.05,0.05,245.0,0.29147592,24.0,0.061274186,6.0,0.07438491,7.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477401.png
213,1886,Pavel Buchnevich,8477402,L,29,76,20.0,57.0,21.0,16.0,19.0265350877193,0.75,0.4868421052631579,0.2631578947368421,250.0,0.8716229,72.0,0.32425788,27.0,0.4873725,40.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8477402.png
214,1892,Jake Guentzel,8477404,C,30,80,41.0,80.0,21.0,18.0,19.992708333333333,1.0,0.4875,0.5125,292.0,0.8797701,73.0,0.5079104,42.0,0.54496944,45.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477404.png
215,1898,Mattias Janmark,8477406,C,32,80,2.0,18.0,11.0,5.0,13.297291666666666,0.225,0.2,0.025,259.0,0.7806233,65.0,0.08783316,8.0,0.13015322,11.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477406.png
216,1904,Anthony Duclair,8477407,L,29,44,7.0,11.0,4.0,0.0,15.041666666666668,0.25,0.0909090909090909,0.1590909090909091,222.0,0.6515161,54.0,0.16189916,14.0,0.18733352,16.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477407.png
217,1910,Carter Verhaeghe,8477409,C,29,81,20.0,53.0,18.0,15.0,17.86913580246914,0.654320987654321,0.4074074074074074,0.2469135802469135,246.0,0.9379645,77.0,0.368231,31.0,0.39726233,33.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477409.png
218,1916,Oliver Bjorkstrand,8477416,R,29,79,21.0,46.0,20.0,5.0,15.14831223628692,0.5822784810126582,0.3164556962025316,0.2658227848101265,292.0,0.92772734,77.0,0.23670858,20.0,0.32253447,27.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477416.png
219,1922,Miles Wood,8477425,L,29,37,4.0,8.0,1.0,3.0,11.354954954954955,0.2162162162162162,0.1081081081081081,0.1081081081081081,273.0,0.44245496,37.0,0.09740449,8.0,0.1372647,12.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477425.png
220,1928,Nick Paul,8477426,L,29,76,22.0,41.0,11.0,8.0,16.44276315789474,0.5394736842105263,0.25,0.2894736842105263,292.0,0.9145015,75.0,0.212713,18.0,0.2510316,21.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477426.png
221,1934,Andrew Copp,8477429,C,30,56,10.0,23.0,10.0,3.0,14.702380952380953,0.4107142857142857,0.2321428571428571,0.1785714285714285,235.0,0.80894196,67.0,0.1524297,13.0,0.2616458,22.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8477429.png
222,1943,Ryan Graves,8477435,D,29,61,1.0,4.0,0.0,3.0,14.99016393442623,0.0655737704918032,0.0491803278688524,0.0163934426229508,242.0,0.74075085,61.0,0.031545717,3.0,0.15328354,13.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8477435.png
223,1949,Andre Burakovsky,8477444,L,29,79,10.0,37.0,18.0,9.0,14.422362869198311,0.4683544303797468,0.3417721518987341,0.1265822784810126,245.0,0.7812998,65.0,0.17488867,15.0,0.30110988,25.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477444.png
224,1953,Michael McCarron,8477446,C,29,74,5.0,14.0,4.0,5.0,13.75810810810811,0.1891891891891892,0.1216216216216216,0.0675675675675675,212.0,0.74020934,61.0,0.10140921,9.0,0.0988068,9.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477446.png
225,1959,Shea Theodore,8477447,D,29,67,7.0,57.0,28.0,22.0,21.99228855721393,0.8507462686567164,0.746268656716418,0.1044776119402985,274.0,0.8399133,69.0,0.1143001,10.0,0.65808254,54.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477447.png
226,1965,Jason Dickinson,8477450,C,29,59,7.0,16.0,4.0,5.0,15.69915254237288,0.2711864406779661,0.1525423728813559,0.1186440677966101,224.0,0.8093932,67.0,0.11890282,10.0,0.1800652,15.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8477450.png
227,1971,Ryan Hartman,8477451,R,30,69,11.0,26.0,11.0,4.0,14.970531400966184,0.3768115942028985,0.217391304347826,0.1594202898550724,225.0,0.75938034,63.0,0.21026807,18.0,0.23703231,20.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8477451.png
228,1984,J.T. Compher,8477456,L,29,76,11.0,32.0,12.0,9.0,16.681140350877193,0.4210526315789473,0.2763157894736842,0.1447368421052631,235.0,0.8511644,70.0,0.1660631,14.0,0.2894758,24.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8477456.png
229,2005,Artturi Lehkonen,8477476,L,29,69,27.0,45.0,11.0,7.0,20.38164251207729,0.6521739130434783,0.2608695652173913,0.391304347826087,273.0,0.8349982,69.0,0.3102674,26.0,0.38210753,32.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477476.png
230,2011,William Carrier,8477478,L,30,43,4.0,11.0,4.0,3.0,11.73217054263566,0.2558139534883721,0.1627906976744186,0.0930232558139534,266.0,0.56860155,47.0,0.11003748,10.0,0.123233944,11.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8477478.png
231,2017,Tyler Bertuzzi,8477479,L,29,82,23.0,46.0,15.0,8.0,16.002845528455286,0.5609756097560976,0.2804878048780488,0.2804878048780488,224.0,0.8946382,74.0,0.23146254,19.0,0.3218454,27.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8477479.png
232,2028,Brett Pesce,8477488,D,30,72,3.0,17.0,9.0,5.0,21.319675925925925,0.2361111111111111,0.1944444444444444,0.0416666666666666,240.0,0.80965084,67.0,0.037875272,4.0,0.22025792,19.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477488.png
233,2034,Nathan MacKinnon,8477492,C,29,79,32.0,116.0,53.0,31.0,22.782489451476792,1.4683544303797469,1.0632911392405062,0.4050632911392405,273.0,0.91098607,75.0,0.49146855,41.0,1.0061829,83.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477492.png
234,2040,Aleksander Barkov,8477493,C,29,67,20.0,71.0,27.0,24.0,20.257960199004973,1.0597014925373134,0.7611940298507462,0.2985074626865671,246.0,0.88215196,73.0,0.34414166,29.0,0.81022465,67.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477493.png
235,2046,Jonathan Drouin,8477494,L,29,43,11.0,37.0,15.0,11.0,18.182558139534883,0.8604651162790697,0.6046511627906976,0.2558139534883721,273.0,0.77334696,64.0,0.20697017,17.0,0.44900838,37.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477494.png
236,2052,Seth Jones,8477495,D,30,63,9.0,36.0,17.0,10.0,24.6415343915344,0.5714285714285714,0.4285714285714285,0.1428571428571428,246.0,0.82907027,68.0,0.10536264,9.0,0.41994798,35.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477495.png
237,2058,Elias Lindholm,8477496,C,30,82,17.0,47.0,16.0,14.0,18.077845528455285,0.573170731707317,0.3658536585365853,0.2073170731707317,222.0,0.95463264,79.0,0.28763404,24.0,0.41691527,35.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477496.png
238,2064,Sean Monahan,8477497,C,30,54,19.0,57.0,24.0,14.0,19.01481481481481,1.0555555555555556,0.7037037037037037,0.3518518518518518,267.0,0.8333515,69.0,0.30171567,25.0,0.45887193,38.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8477497.png
239,2070,Darnell Nurse,8477498,D,29,76,5.0,33.0,16.0,12.0,22.370833333333334,0.4342105263157895,0.3684210526315789,0.0657894736842105,259.0,0.9150041,76.0,0.08949214,8.0,0.3563296,30.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477498.png
240,2076,Rasmus Ristolainen,8477499,D,30,63,4.0,19.0,4.0,11.0,20.524338624338625,0.3015873015873015,0.238095238095238,0.0634920634920634,232.0,0.7562409,63.0,0.052638523,5.0,0.22227095,19.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8477499.png
241,2082,Bo Horvat,8477500,C,29,81,28.0,57.0,19.0,10.0,20.173456790123456,0.7037037037037037,0.3580246913580246,0.345679012345679,222.0,0.9603992,79.0,0.3707198,31.0,0.46493867,39.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477500.png
242,2088,Valeri Nichushkin,8477501,R,29,43,21.0,34.0,6.0,7.0,19.739922480620155,0.7906976744186046,0.3023255813953488,0.4883720930232558,273.0,0.7939197,66.0,0.3747473,31.0,0.4357083,36.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477501.png
243,2095,Max Domi,8477503,C,29,74,8.0,33.0,19.0,6.0,14.171171171171173,0.4459459459459459,0.3378378378378378,0.1081081081081081,267.0,0.8987486,74.0,0.14533462,12.0,0.3050798,26.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477503.png
244,2101,Josh Morrissey,8477504,D,29,80,14.0,62.0,19.0,29.0,24.39125,0.775,0.6,0.175,275.0,0.90756047,75.0,0.13783751,12.0,0.5574956,46.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8477504.png
245,2107,Alexander Wennberg,8477505,C,30,77,10.0,35.0,13.0,12.0,18.857142857142858,0.4545454545454545,0.3246753246753247,0.1298701298701298,208.0,0.90141684,74.0,0.1463969,13.0,0.27887377,23.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8477505.png
246,2113,Ryan Pulock,8477506,D,30,74,5.0,23.0,11.0,7.0,21.07972972972973,0.3108108108108108,0.2432432432432432,0.0675675675675675,222.0,0.7748394,64.0,0.04394346,4.0,0.23791218,20.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477506.png
247,2119,Nikita Zadorov,8477507,D,29,81,4.0,22.0,6.0,12.0,20.611316872427984,0.2716049382716049,0.2222222222222222,0.0493827160493827,222.0,0.9284073,77.0,0.058143936,5.0,0.19565241,17.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477507.png
248,2125,Curtis Lazar,8477508,C,29,48,2.0,5.0,2.0,1.0,10.567013888888887,0.1041666666666666,0.0625,0.0416666666666666,240.0,0.58171874,48.0,0.04676273,4.0,0.098205276,9.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477508.png
249,2132,Anthony Mantha,8477511,R,30,13,4.0,7.0,2.0,1.0,13.9025641025641,0.5384615384615384,0.2307692307692307,0.3076923076923077,220.0,0.62240505,52.0,0.18749219,16.0,0.19150586,16.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477511.png
250,2140,Ross Johnston,8477527,L,30,43,1.0,4.0,2.0,1.0,8.69108527131783,0.0930232558139534,0.0697674418604651,0.0232558139534883,217.0,0.48294738,40.0,0.03627511,3.0,0.066736475,6.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8477527.png
251,2148,Nathan Walker,8477573,L,30,73,8.0,16.0,5.0,3.0,12.106392694063926,0.2191780821917808,0.1095890410958904,0.1095890410958904,250.0,0.69897443,58.0,0.08865537,8.0,0.10405661,9.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8477573.png
252,2154,Joel Hanley,8477810,D,33,53,2.0,9.0,2.0,5.0,18.580503144654088,0.1698113207547169,0.1320754716981132,0.0377358490566037,220.0,0.55690485,46.0,0.026020119,3.0,0.12541054,11.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477810.png
253,2165,Trevor van Riemsdyk,8477845,D,33,82,1.0,21.0,9.0,11.0,17.658333333333335,0.2560975609756097,0.2439024390243902,0.0121951219512195,286.0,0.7924897,65.0,0.036350656,3.0,0.17765898,15.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8477845.png
254,2177,Jordan Oesterle,8477851,D,32,37,4.0,10.0,3.0,3.0,17.152252252252254,0.2702702702702703,0.1621621621621621,0.1081081081081081,212.0,0.5274156,44.0,0.024426565,3.0,0.11125736,10.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477851.png
255,2181,Patrick Brown,8477887,C,32,15,0.0,1.0,1.0,0.0,10.565555555555555,0.0666666666666666,0.0666666666666666,0.0,222.0,0.27753752,23.0,0.03540867,3.0,0.06283973,6.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477887.png
256,2188,Garnet Hathaway,8477903,R,33,67,10.0,21.0,5.0,6.0,11.863681592039802,0.3134328358208955,0.1641791044776119,0.1492537313432835,232.0,0.7408604,61.0,0.09545712,8.0,0.110021345,10.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8477903.png
257,2193,Frederick Gaudreau,8477919,C,31,82,18.0,37.0,14.0,5.0,15.66158536585366,0.4512195121951219,0.2317073170731707,0.2195121951219512,225.0,0.8242505,68.0,0.16057584,14.0,0.27077064,23.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8477919.png
258,2205,Tomas Nosek,8477931,L,32,59,1.0,9.0,6.0,2.0,9.816949152542374,0.1525423728813559,0.135593220338983,0.0169491525423728,246.0,0.52896017,44.0,0.09153558,8.0,0.0869622,8.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477931.png
259,2211,Aaron Ekblad,8477932,D,28,56,3.0,33.0,14.0,16.0,23.5125,0.5892857142857143,0.5357142857142857,0.0535714285714285,246.0,0.82502216,68.0,0.095007315,8.0,0.3958455,33.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477932.png
260,2217,Sam Reinhart,8477933,C,29,79,39.0,81.0,24.0,18.0,20.502320675105487,1.0253164556962024,0.5316455696202531,0.4936708860759494,246.0,0.934019,77.0,0.449401,37.0,0.51289266,43.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477933.png
261,2223,Leon Draisaitl,8477934,C,29,71,52.0,106.0,30.0,24.0,21.51737089201878,1.4929577464788732,0.7605633802816901,0.7323943661971831,259.0,0.8896766,73.0,0.53109026,44.0,0.94784284,78.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477934.png
262,2229,Sam Bennett,8477935,C,28,76,25.0,51.0,17.0,9.0,17.453508771929826,0.6710526315789473,0.3421052631578947,0.3289473684210526,246.0,0.845643,70.0,0.30475348,25.0,0.32545498,27.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477935.png
263,2239,Haydn Fleury,8477938,D,28,39,0.0,7.0,4.0,3.0,15.927777777777775,0.1794871794871795,0.1794871794871795,0.0,275.0,0.32215193,27.0,0.022154806,2.0,0.112340756,10.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8477938.png
264,2245,William Nylander,8477939,R,28,82,45.0,84.0,23.0,16.0,19.509552845528454,1.024390243902439,0.4756097560975609,0.5487804878048781,267.0,0.9365572,77.0,0.47251865,39.0,0.5544271,46.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477939.png
265,2251,Nikolaj Ehlers,8477940,L,28,69,24.0,63.0,27.0,12.0,15.794927536231883,0.9130434782608696,0.5652173913043478,0.3478260869565217,275.0,0.8780279,72.0,0.31685632,26.0,0.4781102,40.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8477940.png
266,2261,Kevin Fiala,8477942,L,28,81,35.0,60.0,14.0,11.0,18.51358024691358,0.7407407407407407,0.3086419753086419,0.4320987654320987,249.0,0.9449862,78.0,0.36934194,31.0,0.48594588,40.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477942.png
267,2269,Jakub Vrana,8477944,L,28,39,9.0,14.0,3.0,2.0,10.350427350427353,0.358974358974359,0.1282051282051282,0.2307692307692307,212.0,0.4433556,37.0,0.14383633,12.0,0.13080296,11.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477944.png
268,2275,Dylan Larkin,8477946,C,28,82,30.0,70.0,27.0,13.0,20.07073170731708,0.8536585365853658,0.4878048780487805,0.3658536585365853,235.0,0.89243186,74.0,0.3935783,33.0,0.5357509,44.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8477946.png
269,2285,Travis Sanheim,8477948,D,28,82,8.0,30.0,9.0,13.0,24.49532520325203,0.3658536585365853,0.2682926829268293,0.0975609756097561,232.0,0.95083266,78.0,0.08829026,8.0,0.28514516,24.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8477948.png
270,2291,Alex Tuch,8477949,R,28,82,36.0,67.0,15.0,16.0,19.254268292682926,0.8170731707317073,0.3780487804878049,0.4390243902439024,265.0,0.9377132,77.0,0.36225876,30.0,0.4523979,38.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8477949.png
271,2296,Tony DeAngelo,8477950,D,29,35,4.0,19.0,8.0,7.0,23.34380952380952,0.5428571428571428,0.4285714285714285,0.1142857142857142,222.0,0.6889913,57.0,0.0846247,7.0,0.34208125,29.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477950.png
272,2302,Nick Schmaltz,8477951,C,28,82,20.0,63.0,21.0,22.0,18.588211382113823,0.7682926829268293,0.524390243902439,0.2439024390243902,240.0,0.91684425,76.0,0.29350963,25.0,0.4958209,41.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8477951.png
273,2308,Robby Fabbri,8477952,C,28,44,8.0,16.0,6.0,2.0,16.204545454545453,0.3636363636363636,0.1818181818181818,0.1818181818181818,217.0,0.6910258,57.0,0.13949479,12.0,0.2036328,17.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8477952.png
274,2314,Kasperi Kapanen,8477953,R,28,67,6.0,14.0,6.0,2.0,11.919651741293531,0.208955223880597,0.1194029850746268,0.0895522388059701,259.0,0.7157753,59.0,0.07711827,7.0,0.16680957,14.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477953.png
275,2320,Jared McCann,8477955,L,28,82,22.0,61.0,26.0,13.0,17.210772357723577,0.7439024390243902,0.4756097560975609,0.2682926829268293,245.0,0.90753114,75.0,0.33557373,28.0,0.38612014,32.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477955.png
276,2326,David Pastrnak,8477956,R,28,82,43.0,106.0,45.0,18.0,20.18617886178862,1.2926829268292683,0.7682926829268293,0.524390243902439,222.0,0.9342318,77.0,0.52866215,44.0,0.8268098,68.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477956.png
277,2332,Adrian Kempe,8477960,R,28,81,35.0,73.0,27.0,11.0,19.15534979423868,0.9012345679012346,0.4691358024691358,0.4320987654320987,249.0,0.94628364,78.0,0.42316952,35.0,0.42244467,35.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477960.png
278,2346,Ivan Barbashev,8477964,C,29,70,23.0,51.0,20.0,8.0,16.798333333333336,0.7285714285714285,0.4,0.3285714285714285,274.0,0.90882915,75.0,0.24513987,21.0,0.31711406,27.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477964.png
279,2352,Marcus Pettersson,8477969,D,28,78,4.0,29.0,14.0,11.0,21.690598290598288,0.3717948717948718,0.3205128205128205,0.0512820512820512,233.0,0.915086,76.0,0.04870716,4.0,0.27845076,23.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8477969.png
280,2356,Andreas Englund,8477971,D,28,35,1.0,3.0,1.0,1.0,13.26142857142857,0.0857142857142857,0.0571428571428571,0.0285714285714285,212.0,0.6128796,51.0,0.017771453,2.0,0.06659218,6.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477971.png
281,2365,Nicolas Aube-Kubel,8477979,R,28,22,1.0,2.0,1.0,0.0,9.421212121212122,0.0909090909090909,0.0454545454545454,0.0454545454545454,255.0,0.37640002,31.0,0.052526806,5.0,0.09552009,8.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8477979.png
282,2371,Brandon Montour,8477986,D,30,81,18.0,41.0,10.0,13.0,22.9761316872428,0.5061728395061729,0.2839506172839506,0.2222222222222222,245.0,0.89616925,74.0,0.15904261,14.0,0.36148334,30.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477986.png
283,2377,Ryan Donato,8477987,C,28,80,31.0,62.0,25.0,6.0,16.309166666666666,0.775,0.3875,0.3875,224.0,0.91232264,75.0,0.2668651,22.0,0.31198975,26.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8477987.png
284,2383,Christian Dvorak,8477989,C,28,82,12.0,33.0,15.0,6.0,15.24369918699187,0.4024390243902439,0.2560975609756097,0.1463414634146341,243.0,0.77258897,64.0,0.15586211,13.0,0.2574282,22.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8477989.png
285,2384,Justin Kirkland,8477993,C,28,21,2.0,8.0,4.0,2.0,9.700793650793653,0.3809523809523809,0.2857142857142857,0.0952380952380952,220.0,0.33573794,28.0,0.057739813,5.0,0.107179455,9.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477993.png
286,2392,Warren Foegele,8477998,L,28,82,24.0,46.0,10.0,12.0,16.16890243902439,0.5609756097560976,0.2682926829268293,0.2926829268292683,249.0,0.95759135,79.0,0.22059646,19.0,0.25515473,21.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477998.png
287,2398,Brayden Point,8478010,C,28,77,42.0,82.0,23.0,17.0,19.479220779220785,1.0649350649350648,0.5194805194805194,0.5454545454545454,292.0,0.9359439,77.0,0.4898937,41.0,0.55921227,46.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478010.png
288,2404,Jake Walman,8478013,D,28,65,7.0,40.0,16.0,17.0,22.771282051282054,0.6153846153846154,0.5076923076923077,0.1076923076923077,259.0,0.7791321,64.0,0.11944962,10.0,0.31545565,26.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478013.png
289,2414,Michael Amadio,8478020,R,28,72,11.0,27.0,13.0,3.0,14.095833333333331,0.375,0.2222222222222222,0.1527777777777778,242.0,0.81055784,67.0,0.16515525,14.0,0.18301536,16.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478020.png
290,2429,Devon Toews,8478038,D,30,76,10.0,44.0,14.0,20.0,24.589473684210525,0.5789473684210527,0.4473684210526316,0.131578947368421,273.0,0.91939884,76.0,0.10431696,9.0,0.47304848,39.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8478038.png
